RANK	DOCUMENT	PRECISION	RECALL
1	CACM-2305	0.0	0.0
2	CACM-1182	0.0	0.0
3	CACM-1108	0.0	0.0
4	CACM-0950	0.0	0.0
5	CACM-1457	0.0	0.0
6	CACM-2956	0.0	0.0
7	CACM-0981	0.0	0.0
8	CACM-0630	0.0	0.0
9	CACM-1290	0.0	0.0
10	CACM-0824	0.0	0.0
11	CACM-0605	0.0	0.0
12	CACM-2822	0.0	0.0
13	CACM-1159	0.0	0.0
14	CACM-1066	0.0	0.0
15	CACM-2807	0.0	0.0
16	CACM-2383	0.0	0.0
17	CACM-1474	0.0	0.0
18	CACM-3056	0.0	0.0
19	CACM-1143	0.0	0.0
20	CACM-1433	0.0	0.0
21	CACM-2885	0.0	0.0
22	CACM-1459	0.0	0.0
23	CACM-2958	0.0	0.0
24	CACM-1014	0.0	0.0
25	CACM-1415	0.0	0.0
26	CACM-2699	0.0	0.0
27	CACM-2366	0.0	0.0
28	CACM-3160	0.0	0.0
29	CACM-0092	0.0	0.0
30	CACM-1847	0.0	0.0
31	CACM-2990	0.0	0.0
32	CACM-2302	0.0	0.0
33	CACM-2832	0.0	0.0
34	CACM-1384	0.0	0.0
35	CACM-3111	0.0	0.0
36	CACM-1259	0.0	0.0
37	CACM-1099	0.0	0.0
38	CACM-3015	0.0	0.0
39	CACM-3198	0.0	0.0
40	CACM-2900	0.0	0.0
41	CACM-2985	0.0	0.0
42	CACM-2198	0.0	0.0
43	CACM-1637	0.0	0.0
44	CACM-2096	0.0	0.0
45	CACM-1911	0.0	0.0
46	CACM-1735	0.0	0.0
47	CACM-3104	0.0	0.0
48	CACM-1180	0.0	0.0
49	CACM-2217	0.0	0.0
50	CACM-0497	0.0	0.0
51	CACM-3066	0.0	0.0
52	CACM-2568	0.0	0.0
53	CACM-3152	0.0	0.0
54	CACM-3124	0.0	0.0
55	CACM-1170	0.0	0.0
56	CACM-0867	0.0	0.0
57	CACM-1034	0.0	0.0
58	CACM-1413	0.0	0.0
59	CACM-2246	0.0	0.0
60	CACM-0694	0.0	0.0
61	CACM-1381	0.0	0.0
62	CACM-3141	0.0	0.0
63	CACM-1890	0.0	0.0
64	CACM-1811	0.0	0.0
65	CACM-1346	0.0	0.0
66	CACM-1282	0.0	0.0
67	CACM-2700	0.0	0.0
68	CACM-3177	0.0	0.0
69	CACM-1236	0.0	0.0
70	CACM-2113	0.0	0.0
71	CACM-2321	0.0	0.0
72	CACM-1497	0.0	0.0
73	CACM-0615	0.0	0.0
74	CACM-1262	0.0	0.0
75	CACM-1638	0.0	0.0
76	CACM-1391	0.0	0.0
77	CACM-3091	0.0	0.0
78	CACM-0078	0.0	0.0
79	CACM-0282	0.0	0.0
80	CACM-0696	0.0	0.0
81	CACM-2402	0.0	0.0
82	CACM-2819	0.0	0.0
83	CACM-2298	0.0	0.0
84	CACM-1235	0.0	0.0
85	CACM-1769	0.0	0.0
86	CACM-1609	0.0	0.0
87	CACM-1608	0.0	0.0
88	CACM-2944	0.0	0.0
89	CACM-2834	0.0	0.0
90	CACM-1194	0.0	0.0
91	CACM-1402	0.0	0.0
92	CACM-1403	0.0	0.0
93	CACM-1145	0.0	0.0
94	CACM-2141	0.0	0.0
95	CACM-1476	0.0	0.0
96	CACM-1412	0.0	0.0
97	CACM-1210	0.0	0.0
98	CACM-1349	0.0	0.0
99	CACM-1206	0.0	0.0
100	CACM-1703	0.0	0.0
