RANK	DOCUMENT	PRECISION	RECALL
1	CACM-47	0.0	0.0
2	CACM-27	0.0	0.0
3	CACM-1966	0.0	0.0
4	CACM-2689	0.0	0.0
5	CACM-793	0.0	0.0
6	CACM-627	0.0	0.0
7	CACM-2974	0.0	0.0
8	CACM-3063	0.0	0.0
9	CACM-2917	0.0	0.0
10	CACM-2908	0.0	0.0
11	CACM-2796	0.0	0.0
12	CACM-2773	0.0	0.0
13	CACM-2757	0.0	0.0
14	CACM-2552	0.0	0.0
15	CACM-2448	0.0	0.0
16	CACM-2352	0.0	0.0
17	CACM-2296	0.0	0.0
18	CACM-2294	0.0	0.0
19	CACM-2293	0.0	0.0
20	CACM-2280	0.0	0.0
21	CACM-2257	0.0	0.0
22	CACM-2214	0.0	0.0
23	CACM-2212	0.0	0.0
24	CACM-2190	0.0	0.0
25	CACM-2183	0.0	0.0
26	CACM-2159	0.0	0.0
27	CACM-2115	0.0	0.0
28	CACM-2070	0.0	0.0
29	CACM-2068	0.0	0.0
30	CACM-2067	0.0	0.0
31	CACM-2063	0.0	0.0
32	CACM-2024	0.0	0.0
33	CACM-1992	0.0	0.0
34	CACM-1971	0.0	0.0
35	CACM-1965	0.0	0.0
36	CACM-1832	0.0	0.0
37	CACM-1812	0.0	0.0
38	CACM-1794	0.0	0.0
39	CACM-1773	0.0	0.0
40	CACM-1772	0.0	0.0
41	CACM-1756	0.0	0.0
42	CACM-1737	0.0	0.0
43	CACM-1702	0.0	0.0
44	CACM-1509	0.0	0.0
45	CACM-1508	0.0	0.0
46	CACM-1490	0.0	0.0
47	CACM-1466	0.0	0.0
48	CACM-1461	0.0	0.0
49	CACM-1442	0.0	0.0
50	CACM-1422	0.0	0.0
51	CACM-1414	0.0	0.0
52	CACM-1335	0.0	0.0
53	CACM-1328	0.0	0.0
54	CACM-1311	0.0	0.0
55	CACM-1310	0.0	0.0
56	CACM-1301	0.0	0.0
57	CACM-1289	0.0	0.0
58	CACM-1256	0.0	0.0
59	CACM-1246	0.0	0.0
60	CACM-1245	0.0	0.0
61	CACM-1187	0.0	0.0
62	CACM-1151	0.0	0.0
63	CACM-1150	0.0	0.0
64	CACM-1149	0.0	0.0
65	CACM-1141	0.0	0.0
66	CACM-1139	0.0	0.0
67	CACM-1137	0.0	0.0
68	CACM-1132	0.0	0.0
69	CACM-1130	0.0	0.0
70	CACM-1119	0.0	0.0
71	CACM-1105	0.0	0.0
72	CACM-1102	0.0	0.0
73	CACM-1085	0.0	0.0
74	CACM-1070	0.0	0.0
75	CACM-1068	0.0	0.0
76	CACM-1064	0.0	0.0
77	CACM-1063	0.0	0.0
78	CACM-1027	0.0	0.0
79	CACM-986	0.0	0.0
80	CACM-985	0.0	0.0
81	CACM-984	0.0	0.0
82	CACM-983	0.0	0.0
83	CACM-960	0.0	0.0
84	CACM-953	0.0	0.0
85	CACM-929	0.0	0.0
86	CACM-919	0.0	0.0
87	CACM-918	0.0	0.0
88	CACM-917	0.0	0.0
89	CACM-916	0.0	0.0
90	CACM-913	0.0	0.0
91	CACM-908	0.0	0.0
92	CACM-880	0.0	0.0
93	CACM-866	0.0	0.0
94	CACM-863	0.0	0.0
95	CACM-830	0.0	0.0
96	CACM-827	0.0	0.0
97	CACM-826	0.0	0.0
98	CACM-821	0.0	0.0
99	CACM-819	0.0	0.0
100	CACM-798	0.0	0.0
