RANK	DOCUMENT	PRECISION	RECALL
1	CACM-2479	0.0	0.0
2	CACM-2985	0.0	0.0
3	CACM-0248	0.0	0.0
4	CACM-1164	0.0	0.0
5	CACM-1959	0.0	0.0
6	CACM-1844	0.0	0.0
7	CACM-1750	0.0	0.0
8	CACM-2798	0.0	0.0
9	CACM-2311	0.0	0.0
10	CACM-1912	0.0	0.0
11	CACM-2407	0.0	0.0
12	CACM-2567	0.0	0.0
13	CACM-2151	0.0	0.0
14	CACM-3157	0.0	0.0
15	CACM-1910	0.0	0.0
16	CACM-2852	0.0	0.0
17	CACM-1951	0.0	0.0
18	CACM-2806	0.0	0.0
19	CACM-2624	0.0	0.0
20	CACM-3089	0.0	0.0
21	CACM-3068	0.0	0.0
22	CACM-1461	0.0	0.0
23	CACM-2345	0.0	0.0
24	CACM-2583	0.0	0.0
25	CACM-0195	0.0	0.0
26	CACM-1435	0.0	0.0
27	CACM-1473	0.0	0.0
28	CACM-1341	0.0	0.0
29	CACM-0104	0.0	0.0
30	CACM-1097	0.0	0.0
31	CACM-2128	0.0	0.0
32	CACM-1514	0.0	0.0
33	CACM-1403	0.0	0.0
34	CACM-1541	0.0	0.0
35	CACM-1071	0.0	0.0
36	CACM-2522	0.0	0.0
37	CACM-2950	0.0	0.0
38	CACM-0092	0.0	0.0
39	CACM-1636	0.0	0.0
40	CACM-2951	0.0	0.0
41	CACM-1572	0.0	0.0
42	CACM-2621	0.0	0.0
43	CACM-2144	0.0	0.0
44	CACM-3136	0.0	0.0
45	CACM-2525	0.0	0.0
46	CACM-2949	0.0	0.0
47	CACM-1713	0.0	0.0
48	CACM-2312	0.0	0.0
49	CACM-0855	0.0	0.0
50	CACM-2138	0.0	0.0
51	CACM-1677	0.0	0.0
52	CACM-2020	0.0	0.0
53	CACM-1196	0.0	0.0
54	CACM-2321	0.0	0.0
55	CACM-2372	0.0	0.0
56	CACM-1387	0.0	0.0
57	CACM-1260	0.0	0.0
58	CACM-2502	0.0	0.0
59	CACM-0124	0.0	0.0
60	CACM-2882	0.0	0.0
61	CACM-2840	0.0	0.0
62	CACM-1843	0.0	0.0
63	CACM-1233	0.0	0.0
64	CACM-3082	0.0	0.0
65	CACM-2198	0.0	0.0
66	CACM-2758	0.0	0.0
67	CACM-1497	0.0	0.0
68	CACM-2262	0.0	0.0
69	CACM-1146	0.0	0.0
70	CACM-0718	0.0	0.0
71	CACM-2176	0.0	0.0
72	CACM-1808	0.0	0.0
73	CACM-1978	0.0	0.0
74	CACM-0144	0.0	0.0
75	CACM-2980	0.0	0.0
76	CACM-3026	0.0	0.0
77	CACM-1938	0.0	0.0
78	CACM-1811	0.0	0.0
79	CACM-2919	0.0	0.0
80	CACM-0300	0.0	0.0
81	CACM-3179	0.0	0.0
82	CACM-3057	0.0	0.0
83	CACM-0973	0.0	0.0
84	CACM-1553	0.0	0.0
85	CACM-1484	0.0	0.0
86	CACM-1926	0.011627906976744186	0.25
87	CACM-2236	0.011494252873563218	0.25
88	CACM-2036	0.011363636363636364	0.25
89	CACM-2696	0.011235955056179775	0.25
90	CACM-2308	0.011111111111111112	0.25
91	CACM-2076	0.01098901098901099	0.25
92	CACM-2069	0.010869565217391304	0.25
93	CACM-2730	0.010752688172043012	0.25
94	CACM-3078	0.010638297872340425	0.25
95	CACM-0084	0.010526315789473684	0.25
96	CACM-1072	0.010416666666666666	0.25
97	CACM-1117	0.010309278350515464	0.25
98	CACM-3183	0.01020408163265306	0.25
99	CACM-1806	0.010101010101010102	0.25
100	CACM-1295	0.01	0.25
