RANK	DOCUMENT	PRECISION	RECALL
1	CACM-1435	0.0	0.0
2	CACM-0695	0.0	0.0
3	CACM-3020	0.0	0.0
4	CACM-2389	0.0	0.0
5	CACM-3198	0.0	0.0
6	CACM-0116	0.0	0.0
7	CACM-1724	0.0	0.0
8	CACM-2321	0.0	0.0
9	CACM-1742	0.0	0.0
10	CACM-1534	0.0	0.0
11	CACM-0111	0.0	0.0
12	CACM-1588	0.0	0.0
13	CACM-2780	0.0	0.0
14	CACM-2522	0.0	0.0
15	CACM-0724	0.0	0.0
16	CACM-1252	0.0	0.0
17	CACM-1862	0.0	0.0
18	CACM-2267	0.0	0.0
19	CACM-1001	0.0	0.0
20	CACM-3088	0.0	0.0
21	CACM-2985	0.0	0.0
22	CACM-2832	0.0	0.0
23	CACM-1750	0.0	0.0
24	CACM-2229	0.0	0.0
25	CACM-2525	0.0	0.0
26	CACM-1195	0.0	0.0
27	CACM-0063	0.0	0.0
28	CACM-1199	0.0	0.0
29	CACM-1164	0.0	0.0
30	CACM-1642	0.0	0.0
31	CACM-0694	0.0	0.0
32	CACM-0671	0.0	0.0
33	CACM-1116	0.0	0.0
34	CACM-1206	0.0	0.0
35	CACM-0409	0.0	0.0
36	CACM-3059	0.0	0.0
37	CACM-1625	0.0	0.0
38	CACM-2078	0.0	0.0
39	CACM-2383	0.0	0.0
40	CACM-2145	0.0	0.0
41	CACM-1605	0.0	0.0
42	CACM-1738	0.0	0.0
43	CACM-2003	0.0	0.0
44	CACM-1382	0.0	0.0
45	CACM-3028	0.0	0.0
46	CACM-2554	0.0	0.0
47	CACM-1503	0.0	0.0
48	CACM-1911	0.0	0.0
49	CACM-1170	0.0	0.0
50	CACM-2950	0.0	0.0
51	CACM-2283	0.0	0.0
52	CACM-1272	0.0	0.0
53	CACM-1827	0.0	0.0
54	CACM-2892	0.0	0.0
55	CACM-2953	0.0	0.0
56	CACM-1439	0.0	0.0
57	CACM-2646	0.0	0.0
58	CACM-1032	0.0	0.0
59	CACM-1806	0.0	0.0
60	CACM-1764	0.0	0.0
61	CACM-1457	0.0	0.0
62	CACM-0243	0.0	0.0
63	CACM-1183	0.0	0.0
64	CACM-2516	0.0	0.0
65	CACM-3183	0.0	0.0
66	CACM-1696	0.0	0.0
67	CACM-1033	0.0	0.0
68	CACM-2812	0.0	0.0
69	CACM-0319	0.0	0.0
70	CACM-2357	0.0	0.0
71	CACM-3170	0.0	0.0
72	CACM-3013	0.0	0.0
73	CACM-1571	0.0	0.0
74	CACM-3125	0.0	0.0
75	CACM-2219	0.0	0.0
76	CACM-0236	0.0	0.0
77	CACM-2302	0.0	0.0
78	CACM-1525	0.0	0.0
79	CACM-1835	0.0	0.0
80	CACM-1182	0.0	0.0
81	CACM-0605	0.0	0.0
82	CACM-1628	0.0	0.0
83	CACM-1048	0.0	0.0
84	CACM-2322	0.0	0.0
85	CACM-2164	0.0	0.0
86	CACM-2455	0.0	0.0
87	CACM-1159	0.0	0.0
88	CACM-1456	0.0	0.0
89	CACM-2751	0.0	0.0
90	CACM-2860	0.0	0.0
91	CACM-3160	0.0	0.0
92	CACM-2978	0.0	0.0
93	CACM-2805	0.0	0.0
94	CACM-2810	0.0	0.0
95	CACM-3147	0.0	0.0
96	CACM-0630	0.0	0.0
97	CACM-2105	0.0	0.0
98	CACM-2949	0.0	0.0
99	CACM-1391	0.0	0.0
100	CACM-1635	0.0	0.0
