RANK	DOCUMENT	PRECISION	RECALL
1	CACM-1928	0.0	0.0
2	CACM-2776	0.0	0.0
3	CACM-1196	0.0	0.0
4	CACM-2858	0.0	0.0
5	CACM-0417	0.0	0.0
6	CACM-2567	0.0	0.0
7	CACM-2852	0.0	0.0
8	CACM-0637	0.0	0.0
9	CACM-2371	0.0	0.0
10	CACM-1685	0.0	0.0
11	CACM-1233	0.0	0.0
12	CACM-3141	0.0	0.0
13	CACM-1959	0.0	0.0
14	CACM-1978	0.0	0.0
15	CACM-3068	0.0	0.0
16	CACM-3038	0.0	0.0
17	CACM-1636	0.0	0.0
18	CACM-2217	0.0	0.0
19	CACM-2969	0.0	0.0
20	CACM-1723	0.0	0.0
21	CACM-2918	0.0	0.0
22	CACM-1341	0.0	0.0
23	CACM-0912	0.0	0.0
24	CACM-1353	0.0	0.0
25	CACM-2166	0.0	0.0
26	CACM-3040	0.0	0.0
27	CACM-2479	0.0	0.0
28	CACM-3135	0.0	0.0
29	CACM-0144	0.0	0.0
30	CACM-1473	0.0	0.0
31	CACM-0820	0.0	0.0
32	CACM-1476	0.0	0.0
33	CACM-2812	0.0	0.0
34	CACM-2932	0.0	0.0
35	CACM-0531	0.0	0.0
36	CACM-1062	0.0	0.0
37	CACM-3081	0.0	0.0
38	CACM-0558	0.0	0.0
39	CACM-1677	0.0	0.0
40	CACM-3059	0.0	0.0
41	CACM-1847	0.0	0.0
42	CACM-1315	0.0	0.0
43	CACM-0822	0.0	0.0
44	CACM-1870	0.0	0.0
45	CACM-1443	0.0	0.0
46	CACM-1765	0.0	0.0
47	CACM-2893	0.0	0.0
48	CACM-1811	0.0	0.0
49	CACM-3158	0.0	0.0
50	CACM-2147	0.0	0.0
51	CACM-1622	0.0	0.0
52	CACM-2310	0.0	0.0
53	CACM-0794	0.0	0.0
54	CACM-2951	0.0	0.0
55	CACM-2254	0.0	0.0
56	CACM-2298	0.0	0.0
57	CACM-1002	0.0	0.0
58	CACM-1750	0.0	0.0
59	CACM-3103	0.0	0.0
60	CACM-2454	0.0	0.0
61	CACM-1572	0.0	0.0
62	CACM-2610	0.0	0.0
63	CACM-0329	0.0	0.0
64	CACM-2807	0.0	0.0
65	CACM-1916	0.0	0.0
66	CACM-2216	0.0	0.0
67	CACM-2993	0.0	0.0
68	CACM-2924	0.0	0.0
69	CACM-2892	0.0	0.0
70	CACM-0828	0.0	0.0
71	CACM-2898	0.0	0.0
72	CACM-2950	0.0	0.0
73	CACM-1362	0.0	0.0
74	CACM-3160	0.0	0.0
75	CACM-0495	0.0	0.0
76	CACM-2906	0.0	0.0
77	CACM-2163	0.0	0.0
78	CACM-1527	0.0	0.0
79	CACM-2887	0.0	0.0
80	CACM-2888	0.0	0.0
81	CACM-0596	0.0	0.0
82	CACM-2988	0.0	0.0
83	CACM-1474	0.0	0.0
84	CACM-2794	0.0	0.0
85	CACM-1111	0.0	0.0
86	CACM-1292	0.0	0.0
87	CACM-2180	0.0	0.0
88	CACM-1890	0.0	0.0
89	CACM-2230	0.0	0.0
90	CACM-1770	0.0	0.0
91	CACM-0618	0.0	0.0
92	CACM-0679	0.0	0.0
93	CACM-3163	0.0	0.0
94	CACM-0440	0.0	0.0
95	CACM-2000	0.0	0.0
96	CACM-2345	0.0	0.0
97	CACM-0950	0.0	0.0
98	CACM-2407	0.0	0.0
99	CACM-0082	0.0	0.0
100	CACM-3032	0.01	0.3333333333333333
