query,rank,document,precision,recall

1,1,CACM-2319,0.0,0.0
1,2,CACM-1657,0.0,0.0
1,3,CACM-1410,0.3333333333333333,0.2
1,4,CACM-1938,0.25,0.2
1,5,CACM-2629,0.2,0.2
1,6,CACM-2378,0.16666666666666666,0.2
1,7,CACM-1827,0.14285714285714285,0.2
1,8,CACM-2218,0.125,0.2
1,9,CACM-2054,0.1111111111111111,0.2
1,10,CACM-1698,0.1,0.2
1,11,CACM-2947,0.09090909090909091,0.2
1,12,CACM-1844,0.08333333333333333,0.2
1,13,CACM-1605,0.15384615384615385,0.4
1,14,CACM-2357,0.14285714285714285,0.4
1,15,CACM-2151,0.13333333333333333,0.4
1,16,CACM-1591,0.125,0.4
1,17,CACM-1161,0.11764705882352941,0.4
1,18,CACM-1033,0.1111111111111111,0.4
1,19,CACM-2379,0.10526315789473684,0.4
1,20,CACM-1749,0.1,0.4
1,21,CACM-2535,0.09523809523809523,0.4
1,22,CACM-1487,0.09090909090909091,0.4
1,23,CACM-2371,0.08695652173913043,0.4
1,24,CACM-1506,0.08333333333333333,0.4
1,25,CACM-2950,0.08,0.4
1,26,CACM-2541,0.07692307692307693,0.4
1,27,CACM-1519,0.07407407407407407,0.4
1,28,CACM-2501,0.07142857142857142,0.4
1,29,CACM-2424,0.06896551724137931,0.4
1,30,CACM-1572,0.1,0.6
1,31,CACM-1071,0.0967741935483871,0.6
1,32,CACM-2946,0.09375,0.6
1,33,CACM-2500,0.09090909090909091,0.6
1,34,CACM-1854,0.08823529411764706,0.6
1,35,CACM-1908,0.08571428571428572,0.6
1,36,CACM-2632,0.08333333333333333,0.6
1,37,CACM-2219,0.08108108108108109,0.6
1,38,CACM-2764,0.07894736842105263,0.6
1,39,CACM-2344,0.07692307692307693,0.6
1,40,CACM-1464,0.075,0.6
1,41,CACM-1805,0.07317073170731707,0.6
1,42,CACM-0637,0.07142857142857142,0.6
1,43,CACM-1225,0.06976744186046512,0.6
1,44,CACM-0698,0.06818181818181818,0.6
1,45,CACM-1544,0.06666666666666667,0.6
1,46,CACM-1408,0.06521739130434782,0.6
1,47,CACM-1523,0.06382978723404255,0.6
1,48,CACM-1391,0.0625,0.6
1,49,CACM-3127,0.061224489795918366,0.6
1,50,CACM-1752,0.06,0.6
1,51,CACM-2003,0.058823529411764705,0.6
1,52,CACM-1647,0.057692307692307696,0.6
1,53,CACM-2380,0.05660377358490566,0.6
1,54,CACM-0585,0.05555555555555555,0.6
1,55,CACM-1393,0.05454545454545454,0.6
1,56,CACM-2948,0.05357142857142857,0.6
1,57,CACM-1885,0.05263157894736842,0.6
1,58,CACM-1680,0.05172413793103448,0.6
1,59,CACM-1226,0.05084745762711865,0.6
1,60,CACM-1685,0.05,0.6
1,61,CACM-1440,0.04918032786885246,0.6
1,62,CACM-2920,0.04838709677419355,0.6
1,63,CACM-1462,0.047619047619047616,0.6
1,64,CACM-1892,0.046875,0.6
1,65,CACM-2917,0.046153846153846156,0.6
1,66,CACM-3068,0.045454545454545456,0.6
1,67,CACM-1750,0.04477611940298507,0.6
1,68,CACM-1747,0.04411764705882353,0.6
1,69,CACM-0971,0.043478260869565216,0.6
