RANK	DOCUMENT	PRECISION	RECALL
1	CACM-1816	0.0	0.0
2	CACM-1578	0.0	0.0
3	CACM-2101	0.0	0.0
4	CACM-2238	0.0	0.0
5	CACM-839	0.0	0.0
6	CACM-801	0.0	0.0
7	CACM-765	0.0	0.0
8	CACM-126	0.0	0.0
9	CACM-1598	0.0	0.0
10	CACM-1640	0.0	0.0
11	CACM-297	0.0	0.0
12	CACM-840	0.0	0.0
13	CACM-2102	0.0	0.0
14	CACM-884	0.0	0.0
15	CACM-2395	0.06666666666666667	0.03333333333333333
16	CACM-740	0.0625	0.03333333333333333
17	CACM-356	0.058823529411764705	0.03333333333333333
18	CACM-933	0.05555555555555555	0.03333333333333333
19	CACM-287	0.05263157894736842	0.03333333333333333
20	CACM-1921	0.05	0.03333333333333333
21	CACM-1837	0.047619047619047616	0.03333333333333333
22	CACM-432	0.09090909090909091	0.06666666666666667
23	CACM-3019	0.08695652173913043	0.06666666666666667
24	CACM-1920	0.08333333333333333	0.06666666666666667
25	CACM-2743	0.08	0.06666666666666667
26	CACM-1668	0.07692307692307693	0.06666666666666667
27	CACM-1669	0.07407407407407407	0.06666666666666667
28	CACM-1917	0.07142857142857142	0.06666666666666667
29	CACM-1986	0.06896551724137931	0.06666666666666667
30	CACM-1987	0.06666666666666667	0.06666666666666667
31	CACM-1944	0.0967741935483871	0.1
32	CACM-2098	0.125	0.13333333333333333
33	CACM-1779	0.12121212121212122	0.13333333333333333
34	CACM-50	0.11764705882352941	0.13333333333333333
35	CACM-1370	0.11428571428571428	0.13333333333333333
36	CACM-2056	0.1111111111111111	0.13333333333333333
37	CACM-1759	0.10810810810810811	0.13333333333333333
38	CACM-927	0.10526315789473684	0.13333333333333333
39	CACM-1688	0.10256410256410256	0.13333333333333333
40	CACM-1899	0.1	0.13333333333333333
41	CACM-1914	0.0975609756097561	0.13333333333333333
42	CACM-3186	0.09523809523809523	0.13333333333333333
43	CACM-3178	0.09302325581395349	0.13333333333333333
44	CACM-3161	0.09090909090909091	0.13333333333333333
45	CACM-3063	0.08888888888888889	0.13333333333333333
46	CACM-2982	0.08695652173913043	0.13333333333333333
47	CACM-2975	0.0851063829787234	0.13333333333333333
48	CACM-2934	0.08333333333333333	0.13333333333333333
49	CACM-2908	0.08163265306122448	0.13333333333333333
50	CACM-2854	0.08	0.13333333333333333
51	CACM-2844	0.0784313725490196	0.13333333333333333
52	CACM-2818	0.07692307692307693	0.13333333333333333
53	CACM-2797	0.07547169811320754	0.13333333333333333
54	CACM-2793	0.07407407407407407	0.13333333333333333
55	CACM-2792	0.07272727272727272	0.13333333333333333
56	CACM-2781	0.07142857142857142	0.13333333333333333
57	CACM-2774	0.07017543859649122	0.13333333333333333
58	CACM-2763	0.06896551724137931	0.13333333333333333
59	CACM-2761	0.06779661016949153	0.13333333333333333
60	CACM-2760	0.06666666666666667	0.13333333333333333
61	CACM-2757	0.06557377049180328	0.13333333333333333
62	CACM-2736	0.06451612903225806	0.13333333333333333
63	CACM-2724	0.06349206349206349	0.13333333333333333
64	CACM-2677	0.0625	0.13333333333333333
65	CACM-2660	0.06153846153846154	0.13333333333333333
66	CACM-2641	0.06060606060606061	0.13333333333333333
67	CACM-2640	0.05970149253731343	0.13333333333333333
68	CACM-2638	0.058823529411764705	0.13333333333333333
69	CACM-2614	0.057971014492753624	0.13333333333333333
70	CACM-2613	0.05714285714285714	0.13333333333333333
71	CACM-2612	0.056338028169014086	0.13333333333333333
72	CACM-2599	0.05555555555555555	0.13333333333333333
73	CACM-2590	0.0547945205479452	0.13333333333333333
74	CACM-2588	0.05405405405405406	0.13333333333333333
75	CACM-2575	0.05333333333333334	0.13333333333333333
76	CACM-2573	0.05263157894736842	0.13333333333333333
77	CACM-2565	0.05194805194805195	0.13333333333333333
78	CACM-2563	0.05128205128205128	0.13333333333333333
79	CACM-2562	0.05063291139240506	0.13333333333333333
80	CACM-2552	0.05	0.13333333333333333
81	CACM-2550	0.04938271604938271	0.13333333333333333
82	CACM-2549	0.04878048780487805	0.13333333333333333
83	CACM-2548	0.04819277108433735	0.13333333333333333
84	CACM-2531	0.047619047619047616	0.13333333333333333
85	CACM-2528	0.047058823529411764	0.13333333333333333
86	CACM-2512	0.046511627906976744	0.13333333333333333
87	CACM-2511	0.04597701149425287	0.13333333333333333
88	CACM-2506	0.045454545454545456	0.13333333333333333
89	CACM-2503	0.0449438202247191	0.13333333333333333
90	CACM-2477	0.044444444444444446	0.13333333333333333
91	CACM-2473	0.04395604395604396	0.13333333333333333
92	CACM-2472	0.043478260869565216	0.13333333333333333
93	CACM-2463	0.043010752688172046	0.13333333333333333
94	CACM-2462	0.0425531914893617	0.13333333333333333
95	CACM-2461	0.042105263157894736	0.13333333333333333
96	CACM-2460	0.041666666666666664	0.13333333333333333
97	CACM-2459	0.041237113402061855	0.13333333333333333
98	CACM-2448	0.04081632653061224	0.13333333333333333
99	CACM-2445	0.04040404040404041	0.13333333333333333
100	CACM-2442	0.04	0.13333333333333333
