RANK	DOCUMENT	PRECISION	RECALL
1	CACM-2200	0.0	0.0
2	CACM-2164	0.0	0.0
3	CACM-2932	0.0	0.0
4	CACM-3098	0.0	0.0
5	CACM-3046	0.0	0.0
6	CACM-1563	0.0	0.0
7	CACM-1368	0.0	0.0
8	CACM-1158	0.0	0.0
9	CACM-2337	0.0	0.0
10	CACM-3059	0.0	0.0
11	CACM-0335	0.0	0.0
12	CACM-2300	0.0	0.0
13	CACM-1294	0.0	0.0
14	CACM-2962	0.0	0.0
15	CACM-1848	0.0	0.0
16	CACM-2310	0.0	0.0
17	CACM-2648	0.0	0.0
18	CACM-1111	0.0	0.0
19	CACM-0409	0.0	0.0
20	CACM-1032	0.0	0.0
21	CACM-0618	0.0	0.0
22	CACM-2285	0.0	0.0
23	CACM-2580	0.0	0.0
24	CACM-2800	0.0	0.0
25	CACM-1765	0.0	0.0
26	CACM-0040	0.0	0.0
27	CACM-0660	0.0	0.0
28	CACM-2685	0.0	0.0
29	CACM-1511	0.0	0.0
30	CACM-2255	0.0	0.0
31	CACM-3107	0.0	0.0
32	CACM-1615	0.0	0.0
33	CACM-2266	0.0	0.0
34	CACM-0848	0.0	0.0
35	CACM-1933	0.0	0.0
36	CACM-2307	0.0	0.0
37	CACM-3012	0.0	0.0
38	CACM-1696	0.0	0.0
39	CACM-2135	0.0	0.0
40	CACM-1247	0.0	0.0
41	CACM-2634	0.0	0.0
42	CACM-1195	0.0	0.0
43	CACM-0298	0.0	0.0
44	CACM-1536	0.0	0.0
45	CACM-2180	0.0	0.0
46	CACM-0397	0.0	0.0
47	CACM-1252	0.0	0.0
48	CACM-1439	0.0	0.0
49	CACM-1738	0.0	0.0
50	CACM-3087	0.0	0.0
51	CACM-2822	0.0	0.0
52	CACM-2076	0.0	0.0
53	CACM-1889	0.0	0.0
54	CACM-2878	0.0	0.0
55	CACM-1431	0.0	0.0
56	CACM-1209	0.0	0.0
57	CACM-1344	0.0	0.0
58	CACM-3038	0.0	0.0
59	CACM-0855	0.0	0.0
60	CACM-2769	0.0	0.0
61	CACM-0675	0.0	0.0
62	CACM-2785	0.0	0.0
63	CACM-3023	0.0	0.0
64	CACM-3079	0.0	0.0
65	CACM-1595	0.0	0.0
66	CACM-2572	0.0	0.0
67	CACM-2812	0.0	0.0
68	CACM-2847	0.0	0.0
69	CACM-2813	0.0	0.0
70	CACM-2265	0.0	0.0
71	CACM-3122	0.0	0.0
72	CACM-0329	0.0	0.0
73	CACM-0822	0.0	0.0
74	CACM-1929	0.0	0.0
75	CACM-3192	0.0	0.0
76	CACM-2893	0.0	0.0
77	CACM-2623	0.0	0.0
78	CACM-0417	0.0	0.0
79	CACM-1482	0.0	0.0
80	CACM-2177	0.0	0.0
81	CACM-2608	0.0	0.0
82	CACM-2433	0.0	0.0
83	CACM-2786	0.0	0.0
84	CACM-2276	0.0	0.0
85	CACM-1855	0.0	0.0
86	CACM-1795	0.0	0.0
87	CACM-1048	0.0	0.0
88	CACM-1430	0.0	0.0
89	CACM-2490	0.0	0.0
90	CACM-1629	0.0	0.0
91	CACM-2077	0.0	0.0
92	CACM-2406	0.0	0.0
93	CACM-2370	0.0	0.0
94	CACM-2843	0.0	0.0
95	CACM-1770	0.0	0.0
96	CACM-1455	0.0	0.0
97	CACM-1010	0.0	0.0
98	CACM-1636	0.0	0.0
99	CACM-1569	0.0	0.0
100	CACM-1353	0.0	0.0
