RANK	DOCUMENT	PRECISION	RECALL
1	CACM-819	0.0	0.0
2	CACM-1177	0.0	0.0
3	CACM-1995	0.0	0.0
4	CACM-2332	0.0	0.0
5	CACM-2336	0.0	0.0
6	CACM-2512	0.0	0.0
7	CACM-1798	0.0	0.0
8	CACM-2258	0.0	0.0
9	CACM-1374	0.0	0.0
10	CACM-3169	0.0	0.0
11	CACM-1938	0.0	0.0
12	CACM-3186	0.0	0.0
13	CACM-3178	0.0	0.0
14	CACM-3126	0.0	0.0
15	CACM-3063	0.0	0.0
16	CACM-2992	0.0	0.0
17	CACM-2982	0.0	0.0
18	CACM-2975	0.0	0.0
19	CACM-2974	0.0	0.0
20	CACM-2934	0.0	0.0
21	CACM-2917	0.0	0.0
22	CACM-2908	0.0	0.0
23	CACM-2854	0.0	0.0
24	CACM-2844	0.0	0.0
25	CACM-2830	0.0	0.0
26	CACM-2815	0.0	0.0
27	CACM-2797	0.0	0.0
28	CACM-2796	0.0	0.0
29	CACM-2793	0.0	0.0
30	CACM-2792	0.0	0.0
31	CACM-2791	0.0	0.0
32	CACM-2789	0.0	0.0
33	CACM-2781	0.0	0.0
34	CACM-2774	0.0	0.0
35	CACM-2773	0.0	0.0
36	CACM-2763	0.0	0.0
37	CACM-2761	0.0	0.0
38	CACM-2760	0.0	0.0
39	CACM-2757	0.0	0.0
40	CACM-2743	0.0	0.0
41	CACM-2736	0.0	0.0
42	CACM-2724	0.0	0.0
43	CACM-2677	0.0	0.0
44	CACM-2661	0.0	0.0
45	CACM-2660	0.0	0.0
46	CACM-2658	0.0	0.0
47	CACM-2655	0.0	0.0
48	CACM-2641	0.0	0.0
49	CACM-2640	0.0	0.0
50	CACM-2638	0.0	0.0
51	CACM-2637	0.0	0.0
52	CACM-2635	0.0	0.0
53	CACM-2614	0.0	0.0
54	CACM-2613	0.0	0.0
55	CACM-2612	0.0	0.0
56	CACM-2611	0.0	0.0
57	CACM-2602	0.0	0.0
58	CACM-2599	0.0	0.0
59	CACM-2590	0.0	0.0
60	CACM-2588	0.0	0.0
61	CACM-2586	0.0	0.0
62	CACM-2576	0.0	0.0
63	CACM-2575	0.0	0.0
64	CACM-2574	0.0	0.0
65	CACM-2565	0.0	0.0
66	CACM-2564	0.0	0.0
67	CACM-2563	0.0	0.0
68	CACM-2562	0.0	0.0
69	CACM-2552	0.0	0.0
70	CACM-2551	0.0	0.0
71	CACM-2550	0.0	0.0
72	CACM-2549	0.0	0.0
73	CACM-2548	0.0	0.0
74	CACM-2531	0.0	0.0
75	CACM-2530	0.0	0.0
76	CACM-2529	0.0	0.0
77	CACM-2528	0.0	0.0
78	CACM-2511	0.0	0.0
79	CACM-2510	0.0	0.0
80	CACM-2509	0.0	0.0
81	CACM-2506	0.0	0.0
82	CACM-2495	0.0	0.0
83	CACM-2477	0.0	0.0
84	CACM-2473	0.0	0.0
85	CACM-2472	0.0	0.0
86	CACM-2468	0.0	0.0
87	CACM-2464	0.0	0.0
88	CACM-2463	0.0	0.0
89	CACM-2462	0.0	0.0
90	CACM-2461	0.0	0.0
91	CACM-2460	0.0	0.0
92	CACM-2459	0.0	0.0
93	CACM-2448	0.0	0.0
94	CACM-2445	0.0	0.0
95	CACM-2442	0.0	0.0
96	CACM-2441	0.0	0.0
97	CACM-2432	0.0	0.0
98	CACM-2431	0.0	0.0
99	CACM-2427	0.0	0.0
100	CACM-2425	0.0	0.0
