RANK	DOCUMENT	PRECISION	RECALL
1	CACM-3056	0.0	0.0
2	CACM-1315	0.0	0.0
3	CACM-1916	0.0	0.0
4	CACM-1206	0.0	0.0
5	CACM-1459	0.0	0.0
6	CACM-1678	0.0	0.0
7	CACM-2305	0.0	0.0
8	CACM-1457	0.0	0.0
9	CACM-2572	0.0	0.0
10	CACM-2808	0.0	0.0
11	CACM-3135	0.0	0.0
12	CACM-2217	0.0	0.0
13	CACM-1383	0.0	0.0
14	CACM-2886	0.0	0.0
15	CACM-1098	0.0	0.0
16	CACM-2721	0.0	0.0
17	CACM-0605	0.0	0.0
18	CACM-2295	0.0	0.0
19	CACM-1196	0.0	0.0
20	CACM-0596	0.0	0.0
21	CACM-2254	0.0	0.0
22	CACM-1366	0.0	0.0
23	CACM-2864	0.0	0.0
24	CACM-1890	0.0	0.0
25	CACM-0531	0.0	0.0
26	CACM-3160	0.0	0.0
27	CACM-1014	0.0	0.0
28	CACM-1623	0.0	0.0
29	CACM-2918	0.0	0.0
30	CACM-2316	0.0	0.0
31	CACM-1236	0.0	0.0
32	CACM-0248	0.0	0.0
33	CACM-2931	0.0	0.0
34	CACM-2776	0.0	0.0
35	CACM-1650	0.0	0.0
36	CACM-2993	0.0	0.0
37	CACM-2297	0.0	0.0
38	CACM-2932	0.0	0.0
39	CACM-3141	0.0	0.0
40	CACM-2166	0.0	0.0
41	CACM-1809	0.0	0.0
42	CACM-1185	0.0	0.0
43	CACM-2802	0.0	0.0
44	CACM-1703	0.0	0.0
45	CACM-2196	0.0	0.0
46	CACM-1886	0.0	0.0
47	CACM-1847	0.0	0.0
48	CACM-2525	0.0	0.0
49	CACM-1305	0.0	0.0
50	CACM-2603	0.0	0.0
51	CACM-2940	0.0	0.0
52	CACM-3118	0.0	0.0
53	CACM-2794	0.0	0.0
54	CACM-1365	0.0	0.0
55	CACM-0615	0.0	0.0
56	CACM-2979	0.0	0.0
57	CACM-1341	0.0	0.0
58	CACM-1180	0.0	0.0
59	CACM-1272	0.0	0.0
60	CACM-2289	0.0	0.0
61	CACM-0329	0.0	0.0
62	CACM-1385	0.0	0.0
63	CACM-0982	0.0	0.0
64	CACM-2154	0.0	0.0
65	CACM-2970	0.0	0.0
66	CACM-2560	0.0	0.0
67	CACM-2216	0.0	0.0
68	CACM-2535	0.0	0.0
69	CACM-3036	0.0	0.0
70	CACM-0070	0.0	0.0
71	CACM-0670	0.0	0.0
72	CACM-1622	0.0	0.0
73	CACM-2809	0.0	0.0
74	CACM-1433	0.0	0.0
75	CACM-1199	0.0	0.0
76	CACM-1527	0.0	0.0
77	CACM-1290	0.0	0.0
78	CACM-2916	0.0	0.0
79	CACM-2989	0.0	0.0
80	CACM-2924	0.0	0.0
81	CACM-3096	0.0	0.0
82	CACM-2893	0.0	0.0
83	CACM-1427	0.0	0.0
84	CACM-1143	0.0	0.0
85	CACM-1884	0.0	0.0
86	CACM-2165	0.0	0.0
87	CACM-2486	0.0	0.0
88	CACM-2570	0.0	0.0
89	CACM-1770	0.0	0.0
90	CACM-1170	0.0	0.0
91	CACM-1543	0.0	0.0
92	CACM-1111	0.0	0.0
93	CACM-0971	0.0	0.0
94	CACM-1612	0.0	0.0
95	CACM-2317	0.0	0.0
96	CACM-1911	0.0	0.0
97	CACM-1349	0.0	0.0
98	CACM-1474	0.0	0.0
99	CACM-1473	0.0	0.0
100	CACM-2246	0.0	0.0
