RANK	DOCUMENT	PRECISION	RECALL
1	CACM-2301	0.0	0.0
2	CACM-1527	0.0	0.0
3	CACM-2739	0.0	0.0
4	CACM-2880	0.0	0.0
5	CACM-2994	0.0	0.0
6	CACM-1679	0.0	0.0
7	CACM-1910	0.0	0.0
8	CACM-2030	0.0	0.0
9	CACM-2050	0.0	0.0
10	CACM-1162	0.0	0.0
11	CACM-2031	0.0	0.0
12	CACM-2230	0.0	0.0
13	CACM-2769	0.0	0.0
14	CACM-1197	0.0	0.0
15	CACM-1525	0.0	0.0
16	CACM-1989	0.0	0.0
17	CACM-0354	0.0	0.0
18	CACM-1097	0.0	0.0
19	CACM-2873	0.0	0.0
20	CACM-1540	0.0	0.0
21	CACM-2703	0.0	0.0
22	CACM-2134	0.0	0.0
23	CACM-1454	0.0	0.0
24	CACM-3079	0.0	0.0
25	CACM-3138	0.0	0.0
26	CACM-1885	0.0	0.0
27	CACM-2509	0.0	0.0
28	CACM-0778	0.0	0.0
29	CACM-2670	0.0	0.0
30	CACM-2484	0.0	0.0
31	CACM-3172	0.0	0.0
32	CACM-2510	0.0	0.0
33	CACM-2811	0.0	0.0
34	CACM-0558	0.0	0.0
35	CACM-2490	0.0	0.0
36	CACM-1917	0.0	0.0
37	CACM-1858	0.0	0.0
38	CACM-1999	0.0	0.0
39	CACM-3102	0.0	0.0
40	CACM-3095	0.0	0.0
41	CACM-1694	0.0	0.0
42	CACM-2754	0.0	0.0
43	CACM-2254	0.0	0.0
44	CACM-2898	0.0	0.0
45	CACM-2644	0.0	0.0
46	CACM-0253	0.0	0.0
47	CACM-0082	0.0	0.0
48	CACM-2406	0.0	0.0
49	CACM-1650	0.0	0.0
50	CACM-1923	0.0	0.0
51	CACM-1863	0.0	0.0
52	CACM-3151	0.0	0.0
53	CACM-2353	0.0	0.0
54	CACM-1685	0.0	0.0
55	CACM-2223	0.0	0.0
56	CACM-2464	0.0	0.0
57	CACM-2915	0.0	0.0
58	CACM-1073	0.0	0.0
59	CACM-1696	0.0	0.0
60	CACM-2906	0.0	0.0
61	CACM-1395	0.0	0.0
62	CACM-2426	0.0	0.0
63	CACM-2476	0.0	0.0
64	CACM-1622	0.0	0.0
65	CACM-1444	0.0	0.0
66	CACM-0144	0.0	0.0
67	CACM-1264	0.0	0.0
68	CACM-1726	0.0	0.0
69	CACM-2581	0.0	0.0
70	CACM-2554	0.0	0.0
71	CACM-3071	0.0	0.0
72	CACM-1431	0.0	0.0
73	CACM-0124	0.0	0.0
74	CACM-1842	0.0	0.0
75	CACM-2177	0.0	0.0
76	CACM-2832	0.0	0.0
77	CACM-3141	0.0	0.0
78	CACM-1818	0.0	0.0
79	CACM-2705	0.0	0.0
80	CACM-0029	0.0	0.0
81	CACM-1744	0.0	0.0
82	CACM-1723	0.0	0.0
83	CACM-2837	0.0	0.0
84	CACM-2481	0.0	0.0
85	CACM-2200	0.0	0.0
86	CACM-2186	0.0	0.0
87	CACM-2266	0.0	0.0
88	CACM-2316	0.0	0.0
89	CACM-0078	0.0	0.0
90	CACM-2786	0.0	0.0
91	CACM-2785	0.0	0.0
92	CACM-1504	0.0	0.0
93	CACM-0028	0.0	0.0
94	CACM-0344	0.0	0.0
95	CACM-0544	0.0	0.0
96	CACM-0815	0.0	0.0
97	CACM-0816	0.0	0.0
98	CACM-3198	0.0	0.0
99	CACM-1729	0.0	0.0
100	CACM-2895	0.0	0.0
