RANK	DOCUMENT	PRECISION	RECALL
1	CACM-1899	0.0	0.0
2	CACM-2043	0.0	0.0
3	CACM-1954	0.0	0.0
4	CACM-1990	0.0	0.0
5	CACM-2548	0.0	0.0
6	CACM-1041	0.0	0.0
7	CACM-1320	0.0	0.0
8	CACM-2239	0.0	0.0
9	CACM-2335	0.0	0.0
10	CACM-499	0.0	0.0
11	CACM-2072	0.0	0.0
12	CACM-389	0.0	0.0
13	CACM-1513	0.0	0.0
14	CACM-2364	0.0	0.0
15	CACM-485	0.0	0.0
16	CACM-831	0.0	0.0
17	CACM-1895	0.0	0.0
18	CACM-1661	0.0	0.0
19	CACM-2505	0.0	0.0
20	CACM-1883	0.0	0.0
21	CACM-749	0.0	0.0
22	CACM-967	0.0	0.0
23	CACM-2347	0.0	0.0
24	CACM-467	0.0	0.0
25	CACM-1229	0.0	0.0
26	CACM-2074	0.0	0.0
27	CACM-119	0.0	0.0
28	CACM-1832	0.0	0.0
29	CACM-1731	0.0	0.0
30	CACM-2244	0.0	0.0
31	CACM-2243	0.0	0.0
32	CACM-2008	0.0	0.0
33	CACM-648	0.0	0.0
34	CACM-2242	0.0	0.0
35	CACM-2241	0.0	0.0
36	CACM-2415	0.0	0.0
37	CACM-1343	0.0	0.0
38	CACM-2362	0.0	0.0
39	CACM-1174	0.0	0.0
40	CACM-201	0.0	0.0
41	CACM-200	0.0	0.0
42	CACM-18	0.0	0.0
43	CACM-2100	0.0	0.0
44	CACM-1963	0.0	0.0
45	CACM-1579	0.0	0.0
46	CACM-750	0.0	0.0
47	CACM-2431	0.0	0.0
48	CACM-2792	0.0	0.0
49	CACM-2763	0.0	0.0
50	CACM-2678	0.0	0.0
51	CACM-2677	0.0	0.0
52	CACM-2640	0.0	0.0
53	CACM-2638	0.0	0.0
54	CACM-2602	0.0	0.0
55	CACM-2590	0.0	0.0
56	CACM-2573	0.0	0.0
57	CACM-2529	0.0	0.0
58	CACM-2512	0.0	0.0
59	CACM-2461	0.0	0.0
60	CACM-2445	0.0	0.0
61	CACM-2441	0.0	0.0
62	CACM-2394	0.0	0.0
63	CACM-2384	0.0	0.0
64	CACM-2238	0.0	0.0
65	CACM-2237	0.0	0.0
66	CACM-2235	0.0	0.0
67	CACM-2212	0.0	0.0
68	CACM-2190	0.0	0.0
69	CACM-2122	0.0	0.0
70	CACM-2071	0.0	0.0
71	CACM-2063	0.0	0.0
72	CACM-2013	0.0	0.0
73	CACM-2012	0.0	0.0
74	CACM-2011	0.0	0.0
75	CACM-2007	0.0	0.0
76	CACM-1995	0.0	0.0
77	CACM-1994	0.0	0.0
78	CACM-1981	0.0	0.0
79	CACM-1898	0.0	0.0
80	CACM-1897	0.0	0.0
81	CACM-1894	0.0	0.0
82	CACM-1822	0.0	0.0
83	CACM-1815	0.0	0.0
84	CACM-1814	0.0	0.0
85	CACM-1803	0.0	0.0
86	CACM-1798	0.0	0.0
87	CACM-1778	0.0	0.0
88	CACM-1772	0.0	0.0
89	CACM-1762	0.0	0.0
90	CACM-1758	0.0	0.0
91	CACM-1756	0.0	0.0
92	CACM-1715	0.0	0.0
93	CACM-1639	0.0	0.0
94	CACM-1600	0.0	0.0
95	CACM-1560	0.0	0.0
96	CACM-1556	0.0	0.0
97	CACM-1522	0.0	0.0
98	CACM-1481	0.0	0.0
99	CACM-1422	0.0	0.0
100	CACM-1377	0.0	0.0
