RANK	DOCUMENT	PRECISION	RECALL
1	CACM-1256	0.0	0.0
2	CACM-1926	0.5	0.25
3	CACM-2909	0.3333333333333333	0.25
4	CACM-195	0.25	0.25
5	CACM-84	0.2	0.25
6	CACM-953	0.16666666666666666	0.25
7	CACM-2501	0.14285714285714285	0.25
8	CACM-274	0.125	0.25
9	CACM-2917	0.2222222222222222	0.5
10	CACM-3142	0.2	0.5
11	CACM-2530	0.18181818181818182	0.5
12	CACM-3179	0.16666666666666666	0.5
13	CACM-1112	0.15384615384615385	0.5
14	CACM-857	0.14285714285714285	0.5
15	CACM-1739	0.13333333333333333	0.5
16	CACM-1389	0.125	0.5
17	CACM-2989	0.11764705882352941	0.5
18	CACM-1856	0.1111111111111111	0.5
19	CACM-2312	0.10526315789473684	0.5
20	CACM-1624	0.1	0.5
21	CACM-2786	0.14285714285714285	0.75
22	CACM-3065	0.13636363636363635	0.75
23	CACM-1457	0.13043478260869565	0.75
24	CACM-2537	0.125	0.75
25	CACM-718	0.12	0.75
26	CACM-1046	0.11538461538461539	0.75
27	CACM-1364	0.1111111111111111	0.75
28	CACM-2746	0.10714285714285714	0.75
29	CACM-2341	0.10344827586206896	0.75
30	CACM-2418	0.1	0.75
31	CACM-2457	0.0967741935483871	0.75
32	CACM-2326	0.09375	0.75
33	CACM-613	0.09090909090909091	0.75
34	CACM-359	0.08823529411764706	0.75
35	CACM-2541	0.08571428571428572	0.75
36	CACM-2623	0.08333333333333333	0.75
37	CACM-248	0.08108108108108109	0.75
38	CACM-1107	0.07894736842105263	0.75
39	CACM-846	0.07692307692307693	0.75
40	CACM-700	0.075	0.75
41	CACM-715	0.07317073170731707	0.75
42	CACM-639	0.07142857142857142	0.75
43	CACM-680	0.06976744186046512	0.75
44	CACM-377	0.06818181818181818	0.75
45	CACM-928	0.06666666666666667	0.75
46	CACM-1288	0.06521739130434782	0.75
47	CACM-965	0.06382978723404255	0.75
48	CACM-840	0.0625	0.75
49	CACM-1140	0.061224489795918366	0.75
50	CACM-1860	0.06	0.75
51	CACM-1437	0.058823529411764705	0.75
52	CACM-841	0.057692307692307696	0.75
53	CACM-404	0.05660377358490566	0.75
54	CACM-2637	0.05555555555555555	0.75
55	CACM-2564	0.05454545454545454	0.75
56	CACM-28	0.05357142857142857	0.75
57	CACM-16	0.05263157894736842	0.75
58	CACM-1055	0.05172413793103448	0.75
59	CACM-991	0.05084745762711865	0.75
60	CACM-864	0.05	0.75
61	CACM-688	0.04918032786885246	0.75
62	CACM-49	0.04838709677419355	0.75
63	CACM-660	0.047619047619047616	0.75
64	CACM-45	0.046875	0.75
65	CACM-38	0.046153846153846156	0.75
66	CACM-996	0.045454545454545456	0.75
67	CACM-2382	0.04477611940298507	0.75
68	CACM-896	0.04411764705882353	0.75
69	CACM-1644	0.043478260869565216	0.75
70	CACM-1136	0.04285714285714286	0.75
71	CACM-2791	0.04225352112676056	0.75
72	CACM-102	0.041666666666666664	0.75
73	CACM-378	0.0410958904109589	0.75
74	CACM-656	0.04054054054054054	0.75
75	CACM-22	0.04	0.75
76	CACM-2585	0.039473684210526314	0.75
77	CACM-653	0.03896103896103896	0.75
78	CACM-1799	0.038461538461538464	0.75
79	CACM-481	0.0379746835443038	0.75
80	CACM-2514	0.0375	0.75
81	CACM-1614	0.037037037037037035	0.75
82	CACM-491	0.036585365853658534	0.75
83	CACM-3120	0.03614457831325301	0.75
84	CACM-292	0.03571428571428571	0.75
85	CACM-827	0.03529411764705882	0.75
86	CACM-2661	0.03488372093023256	0.75
87	CACM-2427	0.034482758620689655	0.75
88	CACM-2678	0.03409090909090909	0.75
89	CACM-2088	0.033707865168539325	0.75
90	CACM-1687	0.03333333333333333	0.75
91	CACM-1690	0.03296703296703297	0.75
92	CACM-2466	0.03260869565217391	0.75
93	CACM-2489	0.03225806451612903	0.75
94	CACM-2486	0.0425531914893617	1.0
95	CACM-1977	0.042105263157894736	1.0
96	CACM-2235	0.041666666666666664	1.0
97	CACM-2914	0.041237113402061855	1.0
98	CACM-2223	0.04081632653061224	1.0
99	CACM-11	0.04040404040404041	1.0
100	CACM-14	0.04	1.0
