RANK	DOCUMENT	PRECISION	RECALL
1	CACM-1750	0.0	0.0
2	CACM-3141	0.0	0.0
3	CACM-2160	0.0	0.0
4	CACM-3183	0.0	0.0
5	CACM-2525	0.0	0.0
6	CACM-1341	0.0	0.0
7	CACM-0855	0.0	0.0
8	CACM-0409	0.0	0.0
9	CACM-2812	0.0	0.0
10	CACM-2321	0.0	0.0
11	CACM-2794	0.0	0.0
12	CACM-1164	0.0	0.0
13	CACM-2882	0.0	0.0
14	CACM-1199	0.0	0.0
15	CACM-3160	0.0	0.0
16	CACM-2308	0.0	0.0
17	CACM-1636	0.0	0.0
18	CACM-1591	0.0	0.0
19	CACM-0059	0.0	0.0
20	CACM-2985	0.0	0.0
21	CACM-3092	0.0	0.0
22	CACM-1514	0.0	0.0
23	CACM-0605	0.0	0.0
24	CACM-2920	0.0	0.0
25	CACM-2522	0.0	0.0
26	CACM-1534	0.0	0.0
27	CACM-2950	0.0	0.0
28	CACM-0084	0.0	0.0
29	CACM-1978	0.0	0.0
30	CACM-2020	0.0	0.0
31	CACM-1195	0.0	0.0
32	CACM-0417	0.0	0.0
33	CACM-1272	0.0	0.0
34	CACM-1435	0.0	0.0
35	CACM-1764	0.0	0.0
36	CACM-0822	0.0	0.0
37	CACM-1267	0.0	0.0
38	CACM-0144	0.0	0.0
39	CACM-1196	0.0	0.0
40	CACM-2165	0.0	0.0
41	CACM-0086	0.0	0.0
42	CACM-0248	0.0	0.0
43	CACM-2883	0.0	0.0
44	CACM-2264	0.0	0.0
45	CACM-0329	0.0	0.0
46	CACM-2798	0.0	0.0
47	CACM-0046	0.0	0.0
48	CACM-2926	0.0	0.0
49	CACM-3028	0.0	0.0
50	CACM-1382	0.0	0.0
51	CACM-3119	0.0	0.0
52	CACM-2940	0.0	0.0
53	CACM-2567	0.0	0.0
54	CACM-0104	0.0	0.0
55	CACM-1503	0.0	0.0
56	CACM-1572	0.0	0.0
57	CACM-0531	0.0	0.0
58	CACM-1002	0.0	0.0
59	CACM-3068	0.0	0.0
60	CACM-2990	0.0	0.0
61	CACM-1542	0.0	0.0
62	CACM-1765	0.0	0.0
63	CACM-1032	0.0	0.0
64	CACM-2298	0.0	0.0
65	CACM-2572	0.0	0.0
66	CACM-0694	0.0	0.0
67	CACM-2893	0.0	0.0
68	CACM-1809	0.0	0.0
69	CACM-0796	0.0	0.0
70	CACM-0892	0.0	0.0
71	CACM-2289	0.0	0.0
72	CACM-1206	0.0	0.0
73	CACM-2932	0.0	0.0
74	CACM-3011	0.0	0.0
75	CACM-1908	0.0	0.0
76	CACM-2696	0.0	0.0
77	CACM-2486	0.0	0.0
78	CACM-2969	0.0	0.0
79	CACM-2751	0.0	0.0
80	CACM-2163	0.0	0.0
81	CACM-2114	0.012345679012345678	0.058823529411764705
82	CACM-1391	0.012195121951219513	0.058823529411764705
83	CACM-1653	0.012048192771084338	0.058823529411764705
84	CACM-3023	0.011904761904761904	0.058823529411764705
85	CACM-3020	0.011764705882352941	0.058823529411764705
86	CACM-1623	0.011627906976744186	0.058823529411764705
87	CACM-1183	0.011494252873563218	0.058823529411764705
88	CACM-1457	0.011363636363636364	0.058823529411764705
89	CACM-1677	0.011235955056179775	0.058823529411764705
90	CACM-2302	0.011111111111111112	0.058823529411764705
91	CACM-2809	0.01098901098901099	0.058823529411764705
92	CACM-1625	0.010869565217391304	0.058823529411764705
93	CACM-0116	0.010752688172043012	0.058823529411764705
94	CACM-0236	0.010638297872340425	0.058823529411764705
95	CACM-0980	0.010526315789473684	0.058823529411764705
96	CACM-1154	0.010416666666666666	0.058823529411764705
97	CACM-3116	0.010309278350515464	0.058823529411764705
98	CACM-2780	0.01020408163265306	0.058823529411764705
99	CACM-1553	0.010101010101010102	0.058823529411764705
100	CACM-2892	0.01	0.058823529411764705
