RANK	DOCUMENT	PRECISION	RECALL
1	CACM-2464	0.0	0.0
2	CACM-1655	0.0	0.0
3	CACM-2495	0.3333333333333333	0.0625
4	CACM-2491	0.25	0.0625
5	CACM-2748	0.2	0.0625
6	CACM-1756	0.16666666666666666	0.0625
7	CACM-1992	0.14285714285714285	0.0625
8	CACM-2611	0.125	0.0625
9	CACM-797	0.1111111111111111	0.0625
10	CACM-195	0.1	0.0625
11	CACM-2897	0.09090909090909091	0.0625
12	CACM-1289	0.08333333333333333	0.0625
13	CACM-1414	0.07692307692307693	0.0625
14	CACM-1064	0.07142857142857142	0.0625
15	CACM-230	0.06666666666666667	0.0625
16	CACM-1187	0.0625	0.0625
17	CACM-66	0.058823529411764705	0.0625
18	CACM-1757	0.05555555555555555	0.0625
19	CACM-2133	0.05263157894736842	0.0625
20	CACM-2586	0.1	0.125
21	CACM-91	0.09523809523809523	0.125
22	CACM-35	0.09090909090909091	0.125
23	CACM-79	0.08695652173913043	0.125
24	CACM-2290	0.125	0.1875
25	CACM-2533	0.12	0.1875
26	CACM-2552	0.11538461538461539	0.1875
27	CACM-1795	0.1111111111111111	0.1875
28	CACM-1231	0.14285714285714285	0.25
29	CACM-93	0.13793103448275862	0.25
30	CACM-48	0.13333333333333333	0.25
31	CACM-2624	0.12903225806451613	0.25
32	CACM-2107	0.125	0.25
33	CACM-2964	0.12121212121212122	0.25
34	CACM-2253	0.11764705882352941	0.25
35	CACM-1204	0.11428571428571428	0.25
36	CACM-1670	0.1111111111111111	0.25
37	CACM-1947	0.13513513513513514	0.3125
38	CACM-1852	0.13157894736842105	0.3125
39	CACM-1786	0.1282051282051282	0.3125
40	CACM-1922	0.125	0.3125
41	CACM-1362	0.12195121951219512	0.3125
42	CACM-1232	0.11904761904761904	0.3125
43	CACM-333	0.11627906976744186	0.3125
44	CACM-1065	0.11363636363636363	0.3125
45	CACM-2079	0.1111111111111111	0.3125
46	CACM-1223	0.13043478260869565	0.375
47	CACM-1619	0.1276595744680851	0.375
48	CACM-3196	0.125	0.375
49	CACM-2919	0.12244897959183673	0.375
50	CACM-3171	0.12	0.375
51	CACM-123	0.11764705882352941	0.375
52	CACM-2904	0.11538461538461539	0.375
53	CACM-3186	0.11320754716981132	0.375
54	CACM-3178	0.1111111111111111	0.375
55	CACM-3161	0.10909090909090909	0.375
56	CACM-3126	0.10714285714285714	0.375
57	CACM-3063	0.10526315789473684	0.375
58	CACM-3029	0.10344827586206896	0.375
59	CACM-3019	0.1016949152542373	0.375
60	CACM-2992	0.1	0.375
61	CACM-2982	0.09836065573770492	0.375
62	CACM-2975	0.0967741935483871	0.375
63	CACM-2974	0.09523809523809523	0.375
64	CACM-2934	0.09375	0.375
65	CACM-2917	0.09230769230769231	0.375
66	CACM-2908	0.09090909090909091	0.375
67	CACM-2854	0.08955223880597014	0.375
68	CACM-2844	0.08823529411764706	0.375
69	CACM-2830	0.08695652173913043	0.375
70	CACM-2818	0.08571428571428572	0.375
71	CACM-2815	0.08450704225352113	0.375
72	CACM-2797	0.08333333333333333	0.375
73	CACM-2796	0.0821917808219178	0.375
74	CACM-2793	0.08108108108108109	0.375
75	CACM-2792	0.08	0.375
76	CACM-2791	0.07894736842105263	0.375
77	CACM-2789	0.07792207792207792	0.375
78	CACM-2781	0.07692307692307693	0.375
79	CACM-2774	0.0759493670886076	0.375
80	CACM-2773	0.075	0.375
81	CACM-2763	0.07407407407407407	0.375
82	CACM-2761	0.07317073170731707	0.375
83	CACM-2760	0.07228915662650602	0.375
84	CACM-2757	0.07142857142857142	0.375
85	CACM-2743	0.07058823529411765	0.375
86	CACM-2736	0.06976744186046512	0.375
87	CACM-2724	0.06896551724137931	0.375
88	CACM-2690	0.06818181818181818	0.375
89	CACM-2689	0.06741573033707865	0.375
90	CACM-2678	0.06666666666666667	0.375
91	CACM-2677	0.06593406593406594	0.375
92	CACM-2661	0.06521739130434782	0.375
93	CACM-2660	0.06451612903225806	0.375
94	CACM-2658	0.06382978723404255	0.375
95	CACM-2655	0.06315789473684211	0.375
96	CACM-2641	0.0625	0.375
97	CACM-2640	0.061855670103092786	0.375
98	CACM-2638	0.061224489795918366	0.375
99	CACM-2637	0.06060606060606061	0.375
100	CACM-2635	0.06	0.375
