RANK	DOCUMENT	PRECISION	RECALL
1	CACM-2479	0.0	0.0
2	CACM-2990	0.0	0.0
3	CACM-1233	0.0	0.0
4	CACM-2812	0.0	0.0
5	CACM-1341	0.0	0.0
6	CACM-2882	0.0	0.0
7	CACM-1267	0.0	0.0
8	CACM-1196	0.0	0.0
9	CACM-1457	0.0	0.0
10	CACM-3090	0.0	0.0
11	CACM-2311	0.0	0.0
12	CACM-2525	0.0	0.0
13	CACM-1473	0.0	0.0
14	CACM-3028	0.0	0.0
15	CACM-1514	0.0	0.0
16	CACM-2567	0.0	0.0
17	CACM-1636	0.0	0.0
18	CACM-3134	0.0	0.0
19	CACM-0104	0.0	0.0
20	CACM-1699	0.0	0.0
21	CACM-1959	0.0	0.0
22	CACM-2522	0.0	0.0
23	CACM-3157	0.0	0.0
24	CACM-2852	0.0	0.0
25	CACM-2165	0.0	0.0
26	CACM-1032	0.0	0.0
27	CACM-1572	0.0	0.0
28	CACM-1978	0.0	0.0
29	CACM-3012	0.0	0.0
30	CACM-2798	0.0	0.0
31	CACM-1387	0.0	0.0
32	CACM-3072	0.0	0.0
33	CACM-2151	0.0	0.0
34	CACM-3011	0.0	0.0
35	CACM-1951	0.0	0.0
36	CACM-2321	0.0	0.0
37	CACM-0239	0.0	0.0
38	CACM-1727	0.0	0.0
39	CACM-1912	0.0	0.0
40	CACM-2985	0.0	0.0
41	CACM-3150	0.0	0.0
42	CACM-1844	0.0	0.0
43	CACM-2308	0.0	0.0
44	CACM-1750	0.0	0.0
45	CACM-3141	0.0	0.0
46	CACM-2621	0.0	0.0
47	CACM-0417	0.0	0.0
48	CACM-1808	0.0	0.0
49	CACM-3076	0.0	0.0
50	CACM-1811	0.0	0.0
51	CACM-2298	0.0	0.0
52	CACM-2020	0.0	0.0
53	CACM-1362	0.0	0.0
54	CACM-1359	0.0	0.0
55	CACM-2372	0.0	0.0
56	CACM-2519	0.0	0.0
57	CACM-1164	0.0	0.0
58	CACM-1974	0.0	0.0
59	CACM-2876	0.0	0.0
60	CACM-1071	0.0	0.0
61	CACM-1588	0.0	0.0
62	CACM-0086	0.0	0.0
63	CACM-1928	0.0	0.0
64	CACM-1569	0.0	0.0
65	CACM-0092	0.0	0.0
66	CACM-1908	0.0	0.0
67	CACM-1516	0.0	0.0
68	CACM-2697	0.0	0.0
69	CACM-0891	0.0	0.0
70	CACM-2735	0.0	0.0
71	CACM-1206	0.0	0.0
72	CACM-1383	0.0	0.0
73	CACM-2916	0.0	0.0
74	CACM-1770	0.0	0.0
75	CACM-1745	0.0	0.0
76	CACM-0144	0.0	0.0
77	CACM-1412	0.0	0.0
78	CACM-2264	0.0	0.0
79	CACM-2106	0.0	0.0
80	CACM-1014	0.0	0.0
81	CACM-1623	0.0	0.0
82	CACM-3082	0.0	0.0
83	CACM-0440	0.0	0.0
84	CACM-2138	0.0	0.0
85	CACM-0248	0.0	0.0
86	CACM-3137	0.0	0.0
87	CACM-0046	0.0	0.0
88	CACM-1910	0.0	0.0
89	CACM-2900	0.0	0.0
90	CACM-3183	0.0	0.0
91	CACM-2888	0.0	0.0
92	CACM-1415	0.0	0.0
93	CACM-1929	0.0	0.0
94	CACM-1305	0.0	0.0
95	CACM-0651	0.0	0.0
96	CACM-1541	0.0	0.0
97	CACM-1622	0.0	0.0
98	CACM-1846	0.0	0.0
99	CACM-1108	0.0	0.0
100	CACM-2208	0.0	0.0
