RANK	DOCUMENT	PRECISION	RECALL
1	CACM-1404	0.0	0.0
2	CACM-1764	0.0	0.0
3	CACM-3055	0.0	0.0
4	CACM-2812	0.0	0.0
5	CACM-2494	0.0	0.0
6	CACM-1769	0.0	0.0
7	CACM-0670	0.0	0.0
8	CACM-1308	0.0	0.0
9	CACM-3117	0.0	0.0
10	CACM-2893	0.0	0.0
11	CACM-1809	0.0	0.0
12	CACM-1045	0.0	0.0
13	CACM-2219	0.0	0.0
14	CACM-2519	0.0	0.0
15	CACM-2390	0.0	0.0
16	CACM-0096	0.0	0.0
17	CACM-1628	0.0	0.0
18	CACM-0111	0.0	0.0
19	CACM-2801	0.0	0.0
20	CACM-1003	0.0	0.0
21	CACM-2302	0.0	0.0
22	CACM-1724	0.0	0.0
23	CACM-2580	0.0	0.0
24	CACM-0329	0.0	0.0
25	CACM-1507	0.0	0.0
26	CACM-3100	0.0	0.0
27	CACM-2924	0.037037037037037035	0.024390243902439025
28	CACM-2523	0.07142857142857142	0.04878048780487805
29	CACM-1470	0.06896551724137931	0.04878048780487805
30	CACM-2798	0.06666666666666667	0.04878048780487805
31	CACM-1260	0.06451612903225806	0.04878048780487805
32	CACM-0243	0.0625	0.04878048780487805
33	CACM-1643	0.06060606060606061	0.04878048780487805
34	CACM-2310	0.058823529411764705	0.04878048780487805
35	CACM-1664	0.05714285714285714	0.04878048780487805
36	CACM-1435	0.05555555555555555	0.04878048780487805
37	CACM-1430	0.05405405405405406	0.04878048780487805
38	CACM-0241	0.05263157894736842	0.04878048780487805
39	CACM-0040	0.05128205128205128	0.04878048780487805
40	CACM-2113	0.05	0.04878048780487805
41	CACM-1034	0.04878048780487805	0.04878048780487805
42	CACM-1590	0.047619047619047616	0.04878048780487805
43	CACM-1929	0.046511627906976744	0.04878048780487805
44	CACM-2272	0.045454545454545456	0.04878048780487805
45	CACM-1183	0.044444444444444446	0.04878048780487805
46	CACM-0409	0.043478260869565216	0.04878048780487805
47	CACM-0533	0.0425531914893617	0.04878048780487805
48	CACM-1427	0.041666666666666664	0.04878048780487805
49	CACM-0824	0.04081632653061224	0.04878048780487805
50	CACM-2938	0.04	0.04878048780487805
51	CACM-2308	0.0392156862745098	0.04878048780487805
52	CACM-0319	0.038461538461538464	0.04878048780487805
53	CACM-1381	0.03773584905660377	0.04878048780487805
54	CACM-1765	0.037037037037037035	0.04878048780487805
55	CACM-2344	0.03636363636363636	0.04878048780487805
56	CACM-1939	0.03571428571428571	0.04878048780487805
57	CACM-2997	0.03508771929824561	0.04878048780487805
58	CACM-2486	0.034482758620689655	0.04878048780487805
59	CACM-0396	0.03389830508474576	0.04878048780487805
60	CACM-2535	0.03333333333333333	0.04878048780487805
61	CACM-1385	0.03278688524590164	0.04878048780487805
62	CACM-2304	0.03225806451612903	0.04878048780487805
63	CACM-1621	0.031746031746031744	0.04878048780487805
64	CACM-2979	0.03125	0.04878048780487805
65	CACM-1745	0.03076923076923077	0.04878048780487805
66	CACM-2383	0.030303030303030304	0.04878048780487805
67	CACM-2634	0.029850746268656716	0.04878048780487805
68	CACM-1144	0.029411764705882353	0.04878048780487805
69	CACM-1874	0.028985507246376812	0.04878048780487805
70	CACM-3049	0.02857142857142857	0.04878048780487805
71	CACM-1890	0.028169014084507043	0.04878048780487805
72	CACM-2923	0.027777777777777776	0.04878048780487805
73	CACM-2874	0.0273972602739726	0.04878048780487805
74	CACM-2050	0.02702702702702703	0.04878048780487805
75	CACM-1637	0.02666666666666667	0.04878048780487805
76	CACM-0068	0.02631578947368421	0.04878048780487805
77	CACM-2999	0.025974025974025976	0.04878048780487805
78	CACM-1686	0.038461538461538464	0.07317073170731707
79	CACM-1517	0.0379746835443038	0.07317073170731707
80	CACM-1194	0.0375	0.07317073170731707
81	CACM-2300	0.037037037037037035	0.07317073170731707
82	CACM-2369	0.036585365853658534	0.07317073170731707
83	CACM-2197	0.03614457831325301	0.07317073170731707
84	CACM-1503	0.03571428571428571	0.07317073170731707
85	CACM-0059	0.03529411764705882	0.07317073170731707
86	CACM-1088	0.03488372093023256	0.07317073170731707
87	CACM-0086	0.034482758620689655	0.07317073170731707
88	CACM-1719	0.03409090909090909	0.07317073170731707
89	CACM-2799	0.033707865168539325	0.07317073170731707
90	CACM-2864	0.03333333333333333	0.07317073170731707
91	CACM-2967	0.03296703296703297	0.07317073170731707
92	CACM-1199	0.03260869565217391	0.07317073170731707
93	CACM-0063	0.03225806451612903	0.07317073170731707
94	CACM-0724	0.031914893617021274	0.07317073170731707
95	CACM-0084	0.031578947368421054	0.07317073170731707
96	CACM-3133	0.03125	0.07317073170731707
97	CACM-3022	0.030927835051546393	0.07317073170731707
98	CACM-1810	0.030612244897959183	0.07317073170731707
99	CACM-0758	0.030303030303030304	0.07317073170731707
100	CACM-1703	0.03	0.07317073170731707
