RANK	DOCUMENT	PRECISION	RECALL
1	CACM-2244	0.0	0.0
2	CACM-2243	0.0	0.0
3	CACM-2242	0.0	0.0
4	CACM-2241	0.0	0.0
5	CACM-793	0.0	0.0
6	CACM-627	0.0	0.0
7	CACM-249	0.0	0.0
8	CACM-573	0.0	0.0
9	CACM-572	0.0	0.0
10	CACM-2725	0.0	0.0
11	CACM-1102	0.0	0.0
12	CACM-651	0.0	0.0
13	CACM-3061	0.0	0.0
14	CACM-2782	0.0	0.0
15	CACM-2879	0.0	0.0
16	CACM-657	0.0	0.0
17	CACM-1275	0.0	0.0
18	CACM-2574	0.0	0.0
19	CACM-457	0.0	0.0
20	CACM-2444	0.0	0.0
21	CACM-1830	0.0	0.0
22	CACM-2814	0.0	0.0
23	CACM-1142	0.0	0.0
24	CACM-920	0.0	0.0
25	CACM-648	0.0	0.0
26	CACM-1343	0.0	0.0
27	CACM-760	0.0	0.0
28	CACM-749	0.0	0.0
29	CACM-1057	0.0	0.0
30	CACM-204	0.0	0.0
31	CACM-43	0.0	0.0
32	CACM-225	0.0	0.0
33	CACM-1582	0.0	0.0
34	CACM-201	0.0	0.0
35	CACM-200	0.0	0.0
36	CACM-967	0.0	0.0
37	CACM-1606	0.0	0.0
38	CACM-1378	0.0	0.0
39	CACM-1190	0.0	0.0
40	CACM-881	0.0	0.0
41	CACM-1585	0.0	0.0
42	CACM-1583	0.0	0.0
43	CACM-1580	0.0	0.0
44	CACM-1575	0.0	0.0
45	CACM-1574	0.0	0.0
46	CACM-1371	0.0	0.0
47	CACM-2	0.0	0.0
48	CACM-2100	0.0	0.0
49	CACM-1581	0.0	0.0
50	CACM-1579	0.0	0.0
51	CACM-1407	0.0	0.0
52	CACM-452	0.0	0.0
53	CACM-1450	0.0	0.0
54	CACM-210	0.0	0.0
55	CACM-2448	0.0	0.0
56	CACM-1895	0.0	0.0
57	CACM-1821	0.0	0.0
58	CACM-2039	0.0	0.0
59	CACM-1732	0.0	0.0
60	CACM-2199	0.0	0.0
61	CACM-2520	0.0	0.0
62	CACM-1373	0.0	0.0
63	CACM-3123	0.0	0.0
64	CACM-3062	0.0	0.0
65	CACM-3007	0.0	0.0
66	CACM-2983	0.0	0.0
67	CACM-2917	0.0	0.0
68	CACM-2875	0.0	0.0
69	CACM-2872	0.0	0.0
70	CACM-2824	0.0	0.0
71	CACM-2796	0.0	0.0
72	CACM-2793	0.0	0.0
73	CACM-2792	0.0	0.0
74	CACM-2791	0.0	0.0
75	CACM-2789	0.0	0.0
76	CACM-2788	0.0	0.0
77	CACM-2778	0.0	0.0
78	CACM-2773	0.0	0.0
79	CACM-2760	0.0	0.0
80	CACM-2748	0.0	0.0
81	CACM-2694	0.0	0.0
82	CACM-2678	0.0	0.0
83	CACM-2676	0.0	0.0
84	CACM-2675	0.0	0.0
85	CACM-2673	0.0	0.0
86	CACM-2672	0.0	0.0
87	CACM-2655	0.0	0.0
88	CACM-2641	0.0	0.0
89	CACM-2640	0.0	0.0
90	CACM-2639	0.0	0.0
91	CACM-2638	0.0	0.0
92	CACM-2637	0.0	0.0
93	CACM-2636	0.0	0.0
94	CACM-2635	0.0	0.0
95	CACM-2615	0.0	0.0
96	CACM-2614	0.0	0.0
97	CACM-2612	0.0	0.0
98	CACM-2600	0.0	0.0
99	CACM-2591	0.0	0.0
100	CACM-2590	0.0	0.0
